Division,Placement,Skipper,Team,Total Score
A,1,Matthew Van Rensselaer '13,California Maritime Academy,21
A,2,James Greenfield '15,College of Charleston,39
A,3,Patrick Walker '13,SUNY Maritime College,41
A,4,Brian Hoover '12,University of California at Irvine,45
A,5,Andrew McHenry '13,Maine Maritime Academy,52
A,6,Gregory Dair '14,California State University Channel Islands,55
A,7,Bryan Weisberg '13,U. S. Naval Academy,64
A,8,Cameron Hutcheson '14,University of Southern California,70
A,9,David Oliver '14,University of Michigan,80
A,10,Benjamin Williamsz '13,U. S. Coast Guard Academy,84
