Division,Placement,Skipper,Team,Total Score
A,1,Lucas Adams '15,Brown University,7
A,2,Andrew Bates '15,U. S. Merchant Marine Academy,24
A,3,Connor Godfrey '16,Fordham University,26
A,4,Corina Radtke '14,Old Dominion University,32
A,5,Michael Russom '13,University of Pennsylvania,33
A,6,Mike Carr '15,SUNY Maritime College,39
A,7,Irene Jacqz '13,Columbia University,45
A,8,Max Nickbarg '14,Yale University,49
A,9,Alex Whipple '15,University of Rhode Island,57
A,10,Alexander Strothe '14,Middlebury College,59
A,11,Jay Spector '16,George Washington University,63
A,12,Scott Barnhill '14,Villanova University,68
A,13,Andrew Grasso '15,Princeton University,72
A,14,Colin Keil '15,Cornell University,77
A,15,Andrew Beckmann '15,U. S. Military Academy,84
A,16,Harmen Rockler '13,Syracuse University,87
A,17,Tatum McLaughlin '16,Fairfield University,98
A,18,Earl Lin '15,Wesleyan University,106
