Division,Placement,Skipper,Team,Total Score
A,1,none,ICSA-BUSA Participants,26
A,2,none,Western Washington University,36
A,3,none,Oregon State University,39
A,4,none,Western Washington University,46
A,5,none,University of Washington,48
A,6,none,University of Washington,49
A,7,none,Western Washington University,60
A,8,none,Oregon State University,77
A,9,none,Western Washington University,82
A,10,none,University of Victoria,85
A,11,none,University of Puget Sound,86
A,12,none,University of Puget Sound,90
A,13,none,ICSA-BUSA Participants,96
A,14,none,Western Washington University,98
A,15,none,University of Oregon,99
A,16,none,Portland State University,99
A,17,none,University of British Columbia,105
A,18,none,University of British Columbia,117
A,19,none,ICSA-BUSA Participants,119
A,20,none,University of California at Davis,120
A,21,none,University of Oregon,126
A,22,none,Western Washington University,126
A,23,none,ICSA-BUSA Participants,138
A,24,none,ICSA-BUSA Participants,161
