Division,Placement,Skipper,Team,Total Score
B,1,Mark Ryan '15,California State University Long Beach,11
B,2,Ginger Luckey '16,University of California at Santa Barbara,14
B,3,John Olson '14,University of California at San Diego,25
B,4,Brian Hoover '12,University of California at Irvine,26
B,5,John Coakley '16,University of Southern California,34
B,6,Christopher Buccola '13,Arizona State University,36
B,7,Eric Alamillo '13,University of California at San Diego,38
B,8,Tyler Webb '15,California State University Long Beach,52
B,9,Christopher Keefe '14,University of California at San Diego,58
B,10,Lucas Ryder '16,University of California at Santa Barbara,60
B,11,Gabriel Monti '15,University of California at Los Angeles,64
B,12,Jeffrey Tedmori '15,California State University Channel Islands,66
B,13,Brandon Yuen '14,University of Southern California,74
B,14,Louise Lehman '14,University of California at Los Angeles,80
B,15,Bridget Steiner '14,University of California at Irvine,83
