Division,Placement,Skipper,Team,Total Score
B,1,Mayumi Roller '13,St. Mary's College of Maryland,34
B,2,Marissa Lihan '14,U. S. Naval Academy,47
B,3,Andrea Luna '15,Old Dominion University,52
B,4,Amanda Taselaar '14,Georgetown University,61
B,5,Brooke Lyon '14,Hobart and William Smith Colleges,63
B,6,Jennifer Borshoff '15,Cornell University,69
B,7,Mary Margaret Meehan '15,Columbia University,76
B,8,Alex Hitchcock '15,George Washington University,83
B,9,Madeleine Sims '16,Fordham University,83
B,10,Natalie Ross '15,Christopher Newport University,106
B,11,Kaitlynn Menoche '15,William and Mary,118
B,12,Ramatoulie Sallah-Mohammed '15,Hampton University,149
