Division,Placement,Skipper,Team,Total Score
A,1,Alec Anderson '13,Roger Williams University,75
A,2,Andrew Sommer '13,Massachusetts Institute of Technology,82
A,3,William Bailey '15,Boston College,87
A,4,Tommy Fink '13,Brown University,102
A,5,William Haeger '14,Tufts University,122
A,6,Cam Cullman '13,Yale University,130
A,7,Michael Zonnenberg '15,University of Vermont,133
A,8,Brian Drumm '15,Harvard University,149
A,9,Kieran Chung '15,Stanford University,152
A,10,Atlantic Brugman '13,Connecticut College,156
A,11,Alex Whipple '15,University of Rhode Island,158
A,12,Ian Towill '14,Boston University,161
A,13,Kelsey Wheeler '14,Dartmouth College,194
A,14,Dylan Finneran '15,U. S. Coast Guard Academy,205
A,15,Elliott Morrill '15,Hobart and William Smith Colleges,215
A,16,Matthew Graham '13,University of Michigan,239
A,17,Conor Cashel '14,Columbia University,249
