Division,Placement,Skipper,Team,Total Score
A,1,George Kutschenreuter '15,University of Wisconsin,18
A,2,Matthew Graham '13,University of Michigan,39
A,3,Ryan Grosch '14,University of Minnesota,43
A,4,Michael Cornew '13,Northwestern University,55
A,5,Grant Pollock '16,Purdue University,60
A,6,Dustin Domer '13,University of Illinois - Chicago,62
A,7,Bill Weiland '14,Michigan State University,75
A,8,David Johnston '14,Marquette University,79
A,9,John Schneider '16,University of Notre Dame,87
A,10,William Floyd '16,Denison University,91
A,11,Hobie Ponting '13,University of Wisconsin Milwaukee,120
