Division,Placement,Skipper,Team,Total Score
C,1,Peter Grimmer '16,University of Wisconsin,20
C,2,Emily Fontaine '14,Northwestern University,25
C,3,Ian Norman '18,University of Wisconsin,26
C,4,Jack Greve '15,Western Michigan University,28
C,5,Olivia Zwierski-Moran '16,University of Illinois - Chicago,29
C,6,Greg Bammel '14,University of Wisconsin,35
C,7,Gonzalo Couto-Lain '15,University of Wisconsin Milwaukee,42
C,8,Madeline Hoover '14,University of Minnesota,47
C,9,Lauren Vogel '16,University of Chicago,49
C,10,Kendra Lawrence '14,University of Wisconsin Milwaukee,49
C,11,Jose Fossas '15,Marquette University,50
C,12,James Hoover '11,Northern Michigan University,73
