Division,Placement,Skipper,Team,Total Score
A,1,Megan Grapengeter-Rudnick '17,Brown University,27
A,2,Becker Awqatty '14,Northeastern University,30
A,3,Kayla Ellis '16,U. S. Coast Guard Academy,35
A,4,Ryan Morrison '14,Boston College,42
A,5,Solomon Krevans '14,Tufts University,59
A,6,Scott Booth '16,Roger Williams University,65
A,7,Tristan Janowicz '16,Providence College,70
A,8,Lewis Fowler-Gerace '15,Wesleyan University,76
A,9,Matthew Miranda '17,Salve Regina University,89
A,10,Paige Fagan '14,University of New Hampshire,92
A,11,Ryan Novak-Smith '17,Massachusetts Maritime Academy,97
A,12,Kate Andrews '15,McGill University,112
A,13,David Tampellini '17,Sacred Heart University,120
A,14,Joslin Taber '16,Mitchell College,129
