Division,Placement,Skipper,Team,Total Score
B,1,Molly Sitter '15,University of Wisconsin,14
B,2,Anatoliy Kryvenko '15,Ohio State University,21
B,3,Ian Norman '18,University of Wisconsin,21
B,4,Jessica Oswalt '16,Tulane University,26
B,5,Travis James '13,Texas A&M University,27
B,6,Colton Radenbaugh '15,Michigan State University,38
B,7,Connor Murphy '14,Oklahoma State University,43
B,8,Conor Puckett '15,University of Texas,44
B,9,No show,Georgia Institute of Technology,55
B,10,Katherine Biancardi '15,Texas A&M University,57
B,11,Daryl Nieto '15,University of Central Oklahoma,65
B,12,Alex Assyia '16,University of Kansas,77
