Division,Placement,Skipper,Team,Total Score
A,1,John Wallace '14,St. Mary's College of Maryland,96
A,2,Philip Youngberg '15,U. S. Naval Academy,109
A,3,Will Holz '17,Fordham University,142
A,4,Daniel LOCHNER '15,Old Dominion University,146
A,5,Joseph David '16,Old Dominion University,161
A,6,Daniel Birmingham '17,Cornell University,173
A,7,Ethan Lounsbury '17,Old Dominion University,181
A,8,Charles Peck '15,U. S. Naval Academy,182
A,9,Austin Neuman '16,U. S. Merchant Marine Academy,189
A,10,Michael Madigan '17,U. S. Naval Academy,189
A,11,Isaac Kremers '17,Webb Institute,204
A,12,Chris Wilson '16,Hobart and William Smith Colleges,210
A,13,Sean Burke '17,Hobart and William Smith Colleges,218
A,14,Andrew Murphy '14,Syracuse University,222
A,15,Ben Wilkinson '17,SUNY Maritime College,225
A,16,Ryan Wood '17,U. S. Merchant Marine Academy,233
A,17,Nicholas LaChance '16,Hobart and William Smith Colleges,256
A,18,Philippe Williamson '16,Cornell University,273
A,19,Matthew Nilsen '14,SUNY Maritime College,286
A,20,Benjaim Helfand '16,George Washington University,295
