Division,Placement,Skipper,Team,Total Score
B,1,Anders Ekholm '17,Fordham University,19
B,2,Joe Farned '17,University of Pennsylvania,26
B,3,Chris Myers '15,Drexel University,60
B,4,Zachary Schippe '14,Ocean County College,63
B,5,Samuel Keesee '17,William and Mary,65
B,6,James Morrissey '17,Webb Institute,66
B,7,Scott Barnhill '14,Villanova University,74
B,8,Thomas Hickey '18,Stevens Institute of Technology,79
B,9,Brogan Savage '15,Monmouth University,85
B,10,Nicholas Woviotis '15,Syracuse University,88
B,11,Danielle Sookiasian '15,University of Rochester,110
B,12,John Kramer '15,Penn State University,117
B,13,James Mullane '15,University of Buffalo,126
B,14,Adrija Navarro '15,Princeton University,128
B,15,Casey Firth '15,University of Virginia,129
B,16,Evan Frolov '16,St. John's College,155
B,17,George Uehling '15,Virginia Tech,160
B,18,Josiah Hyatt '15,Columbia University,164
