Division,Placement,Skipper,Team,Total Score
A,1,John Reddaway '15,Georgia Institute of Technology,7
A,2,Noah Blacker '17,College of Charleston,8
A,3,Edwin Strong '15,Clemson University,9
A,4,David Rogers '15,North Carolina State University,10
A,5,Jackson Morton '14,Duke University,12
A,6,Adam Kaplon '15,Vanderbilt University,19
A,7,Zachary Newton '15,University of Tennessee,22
A,8,Matthew Weber '15,University of Georgia,22
A,9,Duncan Greeley '16,University of Tennessee,28
A,10,Sullivan Madewell '14,Auburn University,31
