Division,Placement,Skipper,Team,Total Score
B,1,Michael Drumm '15,Harvard University,72
B,2,Connor Corgard '16,Roger Williams University,73
B,3,Alexander Curtiss '16,St. Mary's College of Maryland,76
B,4,Marlena Fauer '14,Yale University,80
B,5,William Bailey '15,Boston College,100
B,6,Pearson Potts '16,Brown University,109
B,7,Steven Pelissier '14,University of Vermont,119
B,8,Michael Lee '14,University of Wisconsin,125
B,9,Christopher Price '14,Dartmouth College,135
B,10,Duncan Swain '15,Tufts University,136
B,11,Alexander Stewart '17,Massachusetts Institute of Technology,143
B,12,Patrick Snow '17,U. S. Naval Academy,145
B,13,Mike Carr '15,SUNY Maritime College,148
B,14,Tom Peabody '14,Bowdoin College,149
B,15,Jordan Bothwick '15,Connecticut College,166
B,16,Eric Siegel '16,Washington College,174
B,17,David Oliver '14,University of Michigan,201
B,18,Thomas Hickey '18,Stevens Institute of Technology,245
