Division,Placement,Skipper,Team,Total Score
B,1,Ryan Grosch '14,University of Minnesota,16
B,2,Michael Lee '14,University of Wisconsin,19
B,3,Leslie Poole '16,University of Wisconsin,26
B,4,Alison Kent '16,University of Minnesota,31
B,5,James Sitter '17,University of Wisconsin,44
B,6,Ian Walter '16,University of Wisconsin,55
B,7,Madeline Hoover '14,University of Minnesota,60
B,8,Kate Hayes '16,University of Wisconsin,63
B,9,Erik Potocek '17,Marquette University,73
B,10,Greg Bammel '14,University of Wisconsin,74
B,11,Sterling Dragoo '17 *,University of Minnesota,80
B,12,Aaron Martinson '14,University of Minnesota,87
