Division,Placement,Skipper,Team,Total Score
A,1,Matteo Alampi '17,Northeastern University,6
A,2,Elise Gehling '17,Northeastern University,21
A,3,Elise Gehling '17,Northeastern University,24
A,4,Matteo Alampi '17,Northeastern University,25
A,5,Jesse Thomas '17,Northeastern University,26
A,6,Luke Orchardo '16,Northeastern University,29
A,7,Casey Gowrie '16,Tufts University,29
A,8,Kate Levinson '15,Tufts University,38
A,9,Cali Warner '16,Massachusetts Institute of Technology,43
A,10,Pierre DuPont '16,Tufts University,45
A,11,Beckett Colson '16,Massachusetts Institute of Technology,48
A,12,Jamila Smith-Dell '16,Massachusetts Institute of Technology,56
