Division,Placement,Skipper,Team,Total Score
B,1,Mary Paz '17,Bowdoin College,12
B,2,Kate Levinson '15,Tufts University,15
B,3,Erica Lush '14,Boston University,16
B,4,Victoria McGruer '17,Northeastern University,22
B,5,MacKenzie MacRae '16,Bates College,25
B,6,Emmet Todd '17,University of New Hampshire,34
B,7,Jennifer Lee '17,University of Connecticut,37
B,8,Robert Bueti '15,Holy Cross College,40
B,9,Sarah Pollick '14,Middlebury College,45
B,10,Brit Woodworth '14 *,Trinity College,46
B,11,Timothy Forgione '16,Massachusetts Maritime Academy,48
B,12,Emmet Austin '16,McGill University,56
B,13,Earl Lin '15,Wesleyan University,59
B,14,No show,Amherst College,75
