Division,Placement,Skipper,Team,Total Score
A,1,Nevin Snow '16,Georgetown University,87
A,2,Fletcher Sims '14,St. Mary's College of Maryland,100
A,3,Michael Grove '14,U. S. Naval Academy,101
A,4,Olin Paine '16,Fordham University,109
A,5,Raul Rios '16,Boston College,110
A,6,Graham Landy '15,Yale University,112
A,7,Matthew Wefer '14,Dartmouth College,117
A,8,William Macdonald '15,Roger Williams University,117
A,9,Christopher Stocke '15,University of South Florida,120
A,10,Brady Stagg '14,Old Dominion University,123
A,11,Louis Padnos '14,Hobart and William Smith Colleges,137
A,12,Kevin Martland '14,Connecticut College,144
A,13,Nick Valente '16,SUNY Maritime College,151
A,14,Jake Reynolds '16,College of Charleston,156
A,15,Tony Collins '15,Eckerd College,158
A,16,Jack Swikart '15,University of Pennsylvania,175
A,17,David Alfonso '14,Massachusetts Institute of Technology,179
A,18,William Haeger '14,Tufts University,199
