Division,Placement,Skipper,Team,Total Score
B,1,Simon Bertocci '16,Boston University,10
B,2,Nicholas Pfosi '16,Tufts University,11
B,3,Elyse Surette-DiMuzio '14,McGill University,16
B,4,Madeline Webb '17,Middlebury College,22
B,5,Brendan Sleight '17,University of New Hampshire,25
B,6,Timothy Forgione '16,Massachusetts Maritime Academy,30
B,7,Emma Brinkman '16,Bates College,32
B,8,Amelia Connell '16,University of New Hampshire,38
B,9,Alison Maas '17,Bates College,44
B,10,Emily Chase '16,University of New Hampshire,52
B,11,Rachel Rubin '14,Brandeis University,60
