Division,Placement,Skipper,Team,Total Score
B,1,Viktor Wettergren '14,Tufts University,19
B,2,James Moody '16,Tufts University,24
B,3,Jonathan Pope '17,Roger Williams University,26
B,4,Christopher Dwyer '15,Boston College,42
B,5,Robert Floyd '17,Dartmouth College,43
B,6,James Barry '16,Brown University,47
B,7,Conor Fowler '14,Boston University,63
B,8,Bradley Brown '15,U. S. Coast Guard Academy,71
B,9,Anthony Lowther '14,McGill University,72
B,10,Adam Brodheim '16,Harvard University,80
B,11,Emily Petno '16,Dartmouth College,82
B,12,Frederick Finkenauer '17,University of Vermont,87
B,13,Matthew Orgill '16,U. S. Coast Guard Academy,96
B,14,Hayden Maguire '16,Salve Regina University,112
B,15,David Tampellini '17,Sacred Heart University,120
B,16,Meredith Kresic '17,University of Connecticut,121
