Division,Placement,Skipper,Team,Total Score
A,1,John Cappetta '16,Bates College,15
A,2,Becker Awqatty '14,Northeastern University,15
A,3,Conor Fowler '14,Boston University,21
A,4,Philip Koch '16,Bowdoin College,27
A,5,Alexander Strothe '14,Middlebury College,29
A,6,Cameron Barclift '14,Tufts University,30
A,7,William Dykes '15,University of New Hampshire,30
A,8,Karl Ryder '16,Massachusetts Maritime Academy,35
A,9,Briana Travers '17,Holy Cross College,42
A,10,Simon Li '14,McGill University,47
A,11,Lewis Fowler-Gerace '15,Wesleyan University,49
A,12,Robert Dresses '15 *,Trinity College,55
A,13,Christopher Baker '16,University of Connecticut,62
A,14,No show,Amherst College,75
