Division,Placement,Skipper,Team,Total Score
B,1,Taylor Williams '16,Northeastern University,8
B,2,Marina Cano '17,Brown University,15
B,3,Claire Brodie '16,Tufts University,23
B,4,Dan Marks '14 *,Brandeis University,25
B,5,Paige Omura '17,Massachusetts Institute of Technology,34
B,6,Samuel Shucher '16,Colleges of the Fenway,35
B,7,Lindsey Zolot '15,University of New Hampshire,39
B,8,Jessica Horne '17,McGill University,47
B,9,Linlin Chen '17,Wellesley College,52
B,10,Grace Young '14,Massachusetts Institute of Technology,54
B,11,No show,University of Connecticut,72
