Division,Placement,Skipper,Team,Total Score
A,1,Greg Martinez '18,Georgetown University,78
A,2,Olin Paine '16,Fordham University,82
A,3,Nick Valente '16,SUNY Maritime College,82
A,4,John Wallace '14,St. Mary's College of Maryland,94
A,5,Philip Youngberg '15,U. S. Naval Academy,108
A,6,Nevin Snow '16,Georgetown University,121
A,7,Daniel DelBello '17,George Washington University,132
A,8,Nathan Fields '17,Old Dominion University,160
A,9,Colin Kennedy '17,George Washington University,167
A,10,Joseph David '16,Old Dominion University,193
A,11,Matthew Schoene '15,SUNY Maritime College,205
A,12,Daniel LOCHNER '15,Old Dominion University,205
A,13,Alecsander Tayler '17,Fordham University,206
A,14,Markus Edegran '16,U. S. Naval Academy,216
A,15,Matthew Schofield '17,Cornell University,236
A,16,Daniel Birmingham '17,Cornell University,252
A,17,Will Holz '17,Fordham University,253
A,18,Eddie Cox '16,Hobart and William Smith Colleges,292
