Division,Placement,Skipper,Team,Total Score
A,1,Connor Trepton '15,University of Wisconsin,7
A,2,Alex Ramos '15,University of Michigan,10
A,3,Emily Oltrogge '15,University of Minnesota,13
A,4,Drake Lundeen '14,University of Minnesota,17
A,5,Travis Cottle '15,Northwestern University,27
A,6,Ben Otten '11,University of Wisconsin Milwaukee,28
A,7,Laura Wefer '16,University of Wisconsin,30
A,8,Zi Chong Kao '14,University of Chicago,32
A,9,Bill Weiland '14,Michigan State University,33
A,10,Grant Pollock '16,Purdue University,36
A,11,Olivia Zwierski-Moran '16,University of Illinois - Chicago,41
A,12,Adam Gilbertson '13,Ohio State University,41
A,13,Bennett Kellogg '18,Miami University,51
A,14,Simone Rivera '17,Northwestern University,60
