Division,Placement,Skipper,Team,Total Score
A,1,Christopher Ford '16,Massachusetts Institute of Technology,32
A,2,Cameron Barclift '14,Tufts University,37
A,3,Eric Anderson '16,Yale University,44
A,4,Christopher Jensen '14,Salve Regina University,56
A,5,Zachary Vickerson '16,Boston University,59
A,6,Peter Christensen '18,Northeastern University,69
A,7,Tyler Durant '14,Bentley University,86
A,8,Jack Hunger '15,Roger Williams University,92
A,9,Adam Brodheim '16,Harvard University,96
A,10,Sarah Hyman '15,Brandeis University,98
A,11,Debbie Skipper '17 *,BUSA,109
A,12,Ozyar Mizrahi '15,Wellesley College,118
A,13,Julian Macrone '14,Middlebury College,135
A,14,Joshua Kegan '15,University of New Hampshire,152
A,15,Kimberly Jackman '16,University of Connecticut,152
A,16,Taylor Corey '17,Wellesley College,173
A,17,Christina Accardi '16,Colleges of the Fenway,177
