Division,Placement,Skipper,Team,Total Score
A,1,Graham Landy '15,Yale University,55
A,2,Raul Rios '16,Boston College,84
A,3,Lucas Adams '15,Brown University,94
A,4,Andrew Mollerus '16,Harvard University,97
A,5,Michael Grove '14,U. S. Naval Academy,106
A,6,Deirdre Lambert '15,Dartmouth College,109
A,7,William Macdonald '15,Roger Williams University,113
A,8,Michael Zonnenberg '15,University of Vermont,115
A,9,Alejandro Ruiz-Ramon '15,Tufts University,115
A,10,David Alfonso '14,Massachusetts Institute of Technology,121
A,11,Julia Paxton '14,SUNY Maritime College,129
A,12,Alex Ramos '15,University of Michigan,134
A,13,Ian Liberty '14,St. Mary's College of Maryland,149
A,14,Peter Edmunds '14,Bowdoin College,165
A,15,Connor Trepton '15,University of Wisconsin,178
A,16,Gabriel Salk '14,Connecticut College,195
A,17,Ryan Bailey '15,Washington College,201
A,18,Christian Geary '14,Stevens Institute of Technology,237
