Division,Placement,Skipper,Team,Total Score
B,1,Erik Brydges '14,Eckerd College,16
B,2,Ian Ikeda '17,Jacksonville University,23
B,3,Benjamin Chafee '16,Eckerd College,30
B,4,Megan Hostetter '16,University of South Florida,31
B,5,Peter Hidley '17,Jacksonville University,33
B,6,Kristen Walker '17,University of South Florida,46
B,7,William Layne '16,Embry-Riddle University,50
B,8,Dean Nixon '16,University of South Florida,51
B,9,Dylan Diliberto '14,University of Miami,60
B,10,Bernardo Pineda '16,Rollins College,71
B,11,James Montgomery '17,New College of Florida,74
B,12,Susannah Spoto '16,Florida Gulf Coast University,77
B,13,Cooper Smith '16,Eckerd College,82
B,14,Daniel Royer '17,University of Florida,92
