Division,Placement,Skipper,Team,Total Score
B,1,Deirdre Lambert '15,Dartmouth College,47
B,2,Brian Drumm '15,Harvard University,53
B,3,J. Jacob '16,Roger Williams University,68
B,4,Conor Lodge '14,Northeastern University,69
B,5,Domenic Bove '15,Boston College,73
B,6,Michael Popp '16,U. S. Naval Academy,79
B,7,Dan Nickerson '15,Tufts University,84
B,8,William Sands '15,College of Charleston,88
B,9,Joseph Kiss '17,Yale University,89
B,10,Arthur Libby '17,SUNY Maritime College,97
B,11,Pearson Potts '16,Brown University,99
B,12,Thomas Galster '15,St. Mary's College of Maryland,102
B,13,Christopher Jensen '14,Salve Regina University,113
B,14,Jordan Bothwick '15,Connecticut College,115
B,15,Samuel Cushing '15,University of Rhode Island,115
B,16,Max Kohrman '15,Stanford University,118
B,17,Eric Siegel '16,Washington College,122
