Division,Placement,Skipper,Team,Total Score
B,1,Alejandro Ruiz-Ramon '15,Tufts University,25
B,2,Gram Slattery '15,Harvard University,42
B,3,Patrick Snow '17,U. S. Naval Academy,46
B,4,Connor Astwood '16,Boston University,47
B,5,Connor Needham '14,Roger Williams University,61
B,6,Harry Koeppel '17,Boston College,68
B,7,Conor Lodge '14,Northeastern University,73
B,8,Max Nickbarg '14,Yale University,82
B,9,Michael Booker '15,University of Vermont,87
B,10,Robert Savoie '14,Eckerd College,97
B,11,Colin MURPHY '15,Dartmouth College,97
B,12,Alexander Stewart '17,Massachusetts Institute of Technology,103
B,13,Nathan Allman '16,Brown University,106
B,14,Christopher Jensen '14,Salve Regina University,106
B,15,Liz Dubovik '15,Connecticut College,106
B,16,Tom Peabody '14,Bowdoin College,112
B,17,Matthew Coughlin '16,University of Rhode Island,122
B,18,Hannah Schmidt '17,Washington College,160
