Division,Placement,Skipper,Team,Total Score
A,1,Steven Hopkins '17,Long Beach City College,9
A,2,Jan Tore Horn '15,University of California at Berkeley,18
A,3,Sunny Scarbrough '17,California State University Long Beach,20
A,4,Jeffrey Tedmori '15,California State University Channel Islands,23
A,5,Peter Carle '16,Cal Poly University S.L.O.,23
A,6,Sarah Davis '15,Westmont College,24
A,7,Christopher Keefe '14,University of California at San Diego,34
A,8,Eric Witte '17,University of California at Berkeley,40
A,9,Daniel Anderson '14,Santa Barbara City College,43
A,10,Erika Poynter '16,University of California at San Diego,53
A,11,Dylan Friesen '15,University of California at Santa Barbara,53
A,12,Corinne Cooper '14,University of California at Santa Barbara,57
A,13,Stephanie Brooks '14,Westmont College,58
