Division,Placement,Skipper,Team,Total Score
A,1,Christopher Segerblom '14,Yale University,20
A,2,Henry Vogel '15,Roger Williams University,44
A,3,David Larson '16,Massachusetts Institute of Technology,49
A,4,Christopher Stocke '15,University of South Florida,52
A,5,Judge Ryan '14,Brown University,52
A,6,Brad Carvalho '15,University of Rhode Island,53
A,7,Charles Lalumiere '17,Dartmouth College,54
A,8,Michael Rivlin '13,Cornell University,72
A,9,Kayla Ellis '16,U. S. Coast Guard Academy,72
A,10,Samuel Watterson '16,U. S. Merchant Marine Academy,83
