Division,Placement,Skipper,Team,Total Score
B,1,Alejandro Ruiz-Ramon '15,Tufts University,43
B,2,Scott Houck '15,Dartmouth College,57
B,3,Bryce Kopp '16,Connecticut College,62
B,4,Christopher Segerblom '14,Yale University,63
B,5,Nikole Barnes '17,U. S. Coast Guard Academy,67
B,6,William Bailey '15,Boston College,67
B,7,Tom Peabody '14,Bowdoin College,69
B,8,Brian Drumm '15,Harvard University,73
B,9,Connor Astwood '16,Boston University,77
B,10,Connor Corgard '16,Roger Williams University,82
B,11,David Larson '16,Massachusetts Institute of Technology,83
B,12,Tyler Rice '14,Brown University,85
B,13,Conor Lodge '14,Northeastern University,99
B,14,Nate Jermain '15,University of Vermont,101
B,15,Matthew Coughlin '16,University of Rhode Island,102
B,16,John Silvestri '16,Salve Regina University,127
B,17,Sean McLaughlin '15,Massachusetts Maritime Academy,138
B,18,Samuel Scribner '15,Bates College,145
