Division,Placement,Skipper,Team,Total Score
B,1,Theodore Cohen '16,Washington University,21
B,2,Amelia Shankwitz '17,University of Wisconsin,23
B,3,Autumn Morden '15,University of Wisconsin Milwaukee,25
B,4,Ian Walter '16,University of Wisconsin,30
B,5,Kyle Williams '15,University of Iowa,46
B,6,Edward Zelenak '15,University of Michigan,48
B,7,Jack O'Malley '17,Grinnell College,55
B,8,Conor Daniel Claflin '17,Marquette University,55
B,9,Davis Carroll '15,Purdue University,60
B,10,Daniel Bartz '12,University of Illinois,85
