Division,Placement,Skipper,Team,Total Score
B,1,John Andril '15,Georgetown University,34
B,2,Chase Quinn '17,St. Mary's College of Maryland,41
B,3,Daniel DelBello '17,George Washington University,43
B,4,Emma Ferris '15,U. S. Naval Academy,57
B,5,Christopher Craven '16,University of Virginia,61
B,6,Giuditta Di Laghi '16,Hampton University,70
B,7,Joseph David '16,Old Dominion University,70
B,8,Scott Guinn '15,William and Mary,76
B,9,Matt Greenfield '17,University of Maryland,78
B,10,Amanda Attardi '17,Christopher Newport University,80
B,11,MaryEllen Markuske '15,St. John's College,116
B,12,Benjamin Hayes '16,Virginia Tech,132
