Division,Placement,Skipper,Team,Total Score
A,1,Leslie Poole '16,University of Wisconsin,14
A,2,Alexandra Payne '15,Tulane University,26
A,3,David Meyerson '15,University of Wisconsin,26
A,4,Bill Weiland '14,Michigan State University,27
A,5,John Reddaway '15,Georgia Institute of Technology,29
A,6,Masie Comen '15,University of Texas,36
A,7,Travis Conger '14,Texas A&M University,51
A,8,Corinne Sackett '15,Ohio State University,51
A,9,Ian Jones '15,Oklahoma State University,52
A,10,Tracy Hawk '16,Texas A&M University,54
A,11,Sarah Summers '13,University of Central Oklahoma,58
A,12,Melissa Brown '14,University of Kansas,65
