Division,Placement,Skipper,Team,Total Score
A,1,Pierre DuPont '16,Tufts University,8
A,2,Macklin Fluehr '17,Brown University,16
A,3,none,Trinity College,22
A,4,Juliette Mann '17,Wellesley College,24
A,5,Moussa Diolombi '15,Northeastern University,24
A,6,Samuel Campbell '17,Boston University,27
A,7,Jamila Smith-Dell '16,Massachusetts Institute of Technology,32
A,8,Sarah Hyman '15,Brandeis University,37
A,9,none,BUSA,46
A,10,Emily Peabody '16,University of New Hampshire,47
A,11,James Paolino '15,McGill University,48
A,12,Maia Nelles-Sager '17,Wesleyan University,59
A,13,Katie Gailiunas '17,University of Connecticut,69
