Division,Placement,Skipper,Team,Total Score
B,1,Lucy Cobbs '14,Princeton University,21
B,2,Samantha Foulston '17,Fordham University,22
B,3,Cynthia Ciccotelli '16,William and Mary,22
B,4,Victoria Restivo '17,Queen's University,35
B,5,Alexandra Stapienski '16,Ocean County College,50
