Division,Placement,Skipper,Team,Total Score
A,1,Bears 1,Brown University,117
A,2,Catamounts,University of Vermont,157
A,3,Bears 2,Brown University,201
A,4,Camels,Connecticut College,239
A,5,Rams 1,University of Rhode Island,247
A,6,Hawks,Roger Williams University,250
A,7,Bulldogs,Yale University,333
A,8,Rams 2,University of Rhode Island,361
