Division,Placement,Skipper,Team,Total Score
A,1,Maxwell Simmons '17,Boston College,30
A,2,Duncan Howes '15,Cornell University,33
A,3,Peter Edmunds '14,Bowdoin College,51
A,4,Bryce Kopp '16,Connecticut College,53
A,5,Robert Floyd '17,Dartmouth College,54
A,6,Duncan Swain '15,Tufts University,64
A,7,Scott Goodrich '16,Northeastern University,77
A,8,Patrick Penwell '16,University of Rhode Island,78
A,9,Edward Moan '14,Bates College,94
A,10,Sarah Fuller '16,University of Connecticut,97
A,11,William Dykes '15,University of New Hampshire,114
A,12,Terry Duncan '15,Middlebury College,115
