Division,Placement,Skipper,Team,Total Score
B,1,Eric Villadsen '16,University of Minnesota,24
B,2,Brenden Jacobs '16,University of Illinois - Chicago,31
B,3,Margaret Parker '17,Northwestern University,33
B,4,Anna Wilhelm '17,Michigan Technological University,35
B,5,Davis Carroll '15,Purdue University,40
B,6,Natalie Imamura '16,Washington University,44
B,7,Harry Posner '16,University of Chicago,45
B,8,Molly Strieker '15,University of Iowa,59
B,9,Tyler Weiss '15,University of Michigan,62
B,10,Glen Ko '15,University of Illinois,67
