Division,Placement,Skipper,Team,Total Score
A,1,Willem Sandberg '14,Tufts University,4
A,2,Judge Ryan '14,Brown University,5
A,3,Viktor Wettergren '14,Tufts University,9
A,4,Colby Vickerson '17,Bentley University,11
A,5,John Rolander '17,Tufts University,11
A,6,Cameron Fraser '14,Boston University,12
A,7,Kyle Joba-Woodruff '17,Massachusetts Institute of Technology,13
A,8,Becker Awqatty '14,Northeastern University,15
A,9,Maarten Eenkema Van Dijk '14,Northeastern University,18
A,10,Conor Fowler '14,Boston University,21
A,11,Peter Sterflinger '17,Johnson and Wales University,23
A,12,Rolfe Glover '16,Tufts University,24
A,13,Peter Kerby-Miller '17,Middlebury College,24
A,14,Cali Warner '16,Massachusetts Institute of Technology,29
A,15,Mark Sinks '17,Middlebury College,30
A,16,Shane Baker '17,University of Connecticut,32
A,17,Paige Fagan '14,University of New Hampshire,32
A,18,Elaine Maskus '15,Wesleyan University,32
A,19,Regan Yeung '16,Bentley University,35
