Division,Placement,Skipper,Team,Total Score
A,1,Clerc Cooper '15,College of Charleston,47
A,2,Rebekah Schiff '16,College of Charleston,50
A,3,Dominique Wright '15,University of South Florida,55
A,4,Alison Knoles '17,University of South Florida,57
A,5,Colleen Hartman '13,University of South Florida,67
A,6,Carly Shevitz '14,College of Charleston,68
A,7,Taylor Scheuermann '15,University of Miami,70
A,8,Laura Hernandez '15,University of Miami,74
A,9,Melany Johnson '15,Eckerd College,96
A,10,Irene Abascal '17,College of Charleston,105
A,11,Sarah Chambers '17,Eckerd College,112
A,12,Alexandra Damley-Strnad '17,University of Miami,130
