Division,Placement,Skipper,Team,Total Score
B,1,Joseph Morris '12,Yale University,24
B,2,Adam Roberts '09 *,Boston College,33
B,3,Jonathan Garrity '09 *,Harvard University,43
B,4,Timothy King '09 *,University of South Florida,48
B,5,Daniel Hackett '13,SUNY Maritime College,49
B,6,Steven Barbano '11 *,College of Charleston,52
B,7,John Sampson '10 *,Hobart and William Smith Colleges,59
B,8,Derek Packard '09 *,Washington College,66
B,9,Matt Sterett '10 *,Connecticut College,68
B,10,Kelley Millane '09 *,University of Pennsylvania,74
B,11,Rowan Yerxa '11 *,Western Washington University,88
B,12,Meredith Muller '09 *,University of Florida,94
B,13,Nataleigh Vann '09 *,University of Texas,97
B,14,William Petersen '11,University of Hawaii,102
B,15,Charlie Igo '09 *,University of Saint Thomas,112
B,16,Kevin Campbell '09 *,University of Wisconsin,114
B,17,Allison Moorhead '13,University of Oklahoma,118
B,18,Sebastien Laleau '10,California Maritime Academy,128
