Division,Placement,Skipper,Team,Total Score
C,1,Austen Anderson '12,Hobart and William Smith Colleges,105
C,2,Andrew Criezis '10 *,Tufts University,111
C,3,Evan Cooke '10 *,Boston College,122
C,4,Jonathan Garrity '09 *,Harvard University,125
C,5,Christopher DeCollibus '09 *,University of Rhode Island,126
C,6,Mark Towill '11,Brown University,132
C,7,Cam Cullman '13,Yale University,136
C,8,Elizabeth Whipple '12,Connecticut College,143
C,9,Michael Whelden '11 *,Eckerd College,148
C,10,Mathew Renik '19,Boston University,149
C,11,Ryan Sullivan '12,University of California at Santa Barbara,162
C,12,Ian Oviatt '10 *,U. S. Coast Guard Academy,170
C,13,Philip Crain '13,Massachusetts Institute of Technology,176
C,14,Morley Flynn '09 *,SUNY Maritime College,190
C,15,Josh Saltmarsh '11,Roger Williams University,190
C,16,James Allsopp '11,U. S. Naval Academy,203
C,17,Blake Griffin '11,University of Michigan,225
C,18,Caitlynn Taylor '11,University of Texas,297
