Division,Placement,Skipper,Team,Total Score
A,1,Jane Macky '09 *,Yale University,53
A,2,Allison Blecher '10 *,College of Charleston,56
A,3,Katrina Williams '10 *,Old Dominion University,83
A,4,Elizabeth Kempton '09 *,Boston College,109
A,5,Emily Dellenbaugh '12,Brown University,114
A,6,Megan Magill '11,St. Mary's College of Maryland,116
A,7,Kendall Reiley '09 *,Dartmouth College,121
A,8,Maggie Shea '11,Connecticut College,125
A,9,Emily Babbitt '09 *,Georgetown University,127
A,10,Megan Watson '09 *,Harvard University,133
A,11,Taylor Grimes '09 *,Stanford University,135
A,12,Molly Jackson '09 *,Western Washington University,140
A,13,Kelly Crane '11,Hobart and William Smith Colleges,154
A,14,Daniel Perkins '11,Boston University,159
A,15,Cara Vavolotis '10 *,Eckerd College,163
A,16,Kimberly Myer '09 *,University of Rhode Island,186
A,17,Christine Porter '11,University of Wisconsin,208
A,18,Jasmine Baloch '13,Texas A&M University at Galveston,210
