Division,Placement,Skipper,Team,Total Score
B,1,Joshua Leighton '10 *,Massachusetts Institute of Technology,102
B,2,Jeff Knowles '10 *,Brown University,117
B,3,John Stokes '11,Harvard University,118
B,4,Solomon Tarlin '17,Boston University,123
B,5,John Potts '09 *,Tufts University,126
B,6,John Sampson '10 *,Hobart and William Smith Colleges,137
B,7,Mike Warren '10 *,University of Rhode Island,152
B,8,Sara Swanson '16,Roger Williams University,156
B,9,Andrew Keane '10 *,Eckerd College,158
B,10,Jonathan Duffett '11,U. S. Coast Guard Academy,160
B,11,Danielle Gamache '09 *,SUNY Maritime College,164
B,12,John Kempton '10 *,Yale University,166
B,13,Christina Nagatani '11,University of California at Santa Barbara,175
B,14,Caroline Lockett '12,U. S. Naval Academy,179
B,15,Maggie Shea '11,Connecticut College,181
B,16,Christian Manchester '10 *,Boston College,198
B,17,Nataleigh Vann '09 *,University of Texas,219
B,18,Adam Cove '09 *,University of Michigan,277
