Division,Placement,Skipper,Team,Total Score
B,1,Caleb Zimmerman '11,Tufts University,17
B,2,John Evans '12,Tufts University,18
B,3,Ben Greenfield '11,Boston University,21
B,4,Colin Patterson '11,Tufts University,27
B,5,Dan Wittstein '12,Northeastern University,41
B,6,Jeff Goodrich '12,Bowdoin College,43
B,7,Eric Hartman '11,Amherst College,49
B,8,Mark Rinaldi '10 *,Harvard University,52
B,9,Neil Forrester '12,Massachusetts Institute of Technology,53
B,10,Emily Aniskovich '11,University of New Hampshire,54
B,11,Christina Smith '11,Wellesley College,61
B,12,Robert Pierce '12,Massachusetts Maritime Academy,70
B,13,Orhan Gazelle '?? *,Trinity College,71
B,14,John Fonte '12,Brandeis University,73
B,15,Jacob Laband '12,Brandeis University,79
B,16,Jacon Mayer '10 *,Wesleyan University,88
