Division,Placement,Skipper,Team,Total Score
B,1,Matt Johnson '12,Boston University,17
B,2,none,Salve Regina University,24
B,3,Michael Croteau '15,Bowdoin College,41
B,4,Duncan Swain '15,Tufts University,52
B,5,Johanna Kincaid '15,Brown University,56
B,6,none,Yale University,57
B,7,Ian Storck '15,Dartmouth College,59
B,8,Chris Aitken '15,Providence College,61
B,9,Scott Goodrich '16,Northeastern University,67
B,10,Ryan Morrison '14,Boston College,69
B,11,Ben Lamont '14,Harvard University,82
B,12,Henry O'Brien '15,University of Vermont,103
B,13,Zachary Drach '15,Massachusetts Institute of Technology,108
B,14,Andrew McHenry '13,Maine Maritime Academy,108
B,15,Ellen Kintz '13,U. S. Coast Guard Academy,109
B,16,Angus Page '12,Wesleyan University,115
B,17,William Kresic '13,University of Connecticut,118
B,18,Daniel Barry '15,Massachusetts Maritime Academy,122
