Division,Placement,Skipper,Team,Total Score
A,1,Mac Mace '13,College of Charleston,15
A,2,Will Stocke '13,University of South Florida,15
A,3,Nicholas Voss '12,University of Miami,18
A,4,Max Famiglietti '13,University of Florida,24
A,5,Wesley Byrne '13,Eckerd College,25
A,6,John Reddaway '15,Georgia Tech,34
A,7,Harrison Cabiness '12,Clemson University,44
A,8,Blake Pierce '14,Rollins College,47
A,9,Oliver Evans '12,University of North Carolina at Wilmington,57
A,10,Michael Long '14,New College of Florida,57
A,11,Donald Parker '15,The Citadel,60
A,12,Dustin Simons '14,North Carolina State University,72
