Division,Placement,Skipper,Team,Total Score
A,1,none,College of Charleston,7
A,2,none,Clemson University,12
A,3,none,The Citadel,27
A,4,none,University of Tennessee,33
A,5,none,University of Tennessee,34
A,6,none,Georgia Tech,36
A,7,none,North Carolina State University,41
A,8,none,University of North Carolina at Wilmington,42
A,9,none,Clemson University,46
A,10,none,Auburn University,53
