Division,Placement,Skipper,Team,Total Score
A,1,Kevin Laube '14,Stanford University,98
A,2,Cam Cullman '13,Yale University,113
A,3,Joseph Kutschenreuter '12,University of Wisconsin,115
A,4,Brendan Kopp '12,Harvard University,134
A,5,Sam Williams '12,Dartmouth College,148
A,6,Amy Hawkins '12,University of Rhode Island,150
A,7,Andrew Sommer '13,Massachusetts Institute of Technology,159
A,8,Ryan Pesch '12,Boston University,165
A,9,Alex Cook '13,Boston College,169
A,10,William Haeger '14,Tufts University,171
A,11,Will Stocke '13,University of South Florida,172
A,12,Colin Smith '13,Brown University,176
A,13,Kevin Martland '14,Connecticut College,181
A,14,Michael Whitford '12,Washington College,196
A,15,Jordan Factor '14,University of Vermont,198
A,16,Philip Alley '12,Cornell University,225
A,17,Philip Gordon '12,University of Oregon,230
A,18,Connor Needham '14,Roger Williams University,279
