Division,Placement,Skipper,Team,Total Score
A,1,Michael Ramming '13,College of Charleston,35
A,2,Ian Sutherland '12,Providence College,70
A,3,Alex Post '15,Georgetown University,74
A,4,Ryan Pesch '12,Boston University,74
A,5,Peter Pellegrini '12,Salve Regina University,74
A,6,Christopher Segerblom '14,Yale University,75
A,7,Jonathan Atwood '12,Texas A&M University at Galveston,79
A,8,Wesley Byrne '13,Eckerd College,79
A,9,Kieran Chung '15,Stanford University,84
A,10,Matthew Graham '13,University of Michigan,86
A,11,Harrison Cabiness '12,Clemson University,86
A,12,Bradley Milliken '14,U. S. Coast Guard Academy,90
A,13,Collin Leon '13,Old Dominion University,93
A,14,William Heausler '13,University of Florida,108
A,15,Sarah Celone '13,Villanova University,109
A,16,Henry Million '11,Christopher Newport University,157
A,17,Daniel Ahern '15,North Carolina State University,179
A,18,Lily Everson '12,Jacksonville University,180
