Division,Placement,Skipper,Team,Total Score
B,1,Oliver Toole '14,Stanford University,7
B,2,Brian Hoover '12,University of California at Irvine,19
B,3,Ryan Sullivan '12,University of California at Santa Barbara,25
B,4,Shane Young '14,California State University Long Beach,30
B,5,Mallory Schluter '14,University of Southern California,32
B,6,Michael Hanson '12,University of Hawaii,36
B,7,Brandon Wood '14,Santa Clara University,37
B,8,Travis Benton '14,University of California at Berkeley,46
B,9,Matthew Nguyen '12,University of California at San Diego,53
B,10,Ian Spilman '15,University of California at Santa Cruz,55
B,11,Emelia Pelliccio '13,University of California at Los Angeles,58
B,12,Hanna Miller '15,California State University Monterey Bay,70
