Division,Placement,Skipper,Team,Total Score
B,1,Rachel Barch '13,University of Michigan,19
B,2,David Kluger '12,Northwestern University,28
B,3,Ian Schappe '14,Grinnell College,37
B,4,Kelly Seago '14,University of Michigan,40
B,5,Michael Kang '12,University of Chicago,56
B,6,John Buzzell '14,Western Michigan University,76
B,7,Jessica Traver '13,Purdue University,81
B,8,Autumn Morden '15,University of Wisconsin Milwaukee,91
B,9,Jason Doyle '14,University of Michigan,96
B,10,Doug Rombach '12,Michigan Technological University,103
B,11,Andrew Hess '14 *,Washington University,111
B,12,Michael Metzen '14,Indiana University,125
B,13,Haley Johnson '14,University of Illinois,146
