Division,Placement,Skipper,Team,Total Score
B,1,Connor Brady '15,Roger Williams University,35
B,2,none,Bowdoin College,59
B,3,Timothy Harding '15,Brown University,60
B,4,Laura Dunphy '15,Massachusetts Institute of Technology,65
B,5,Ian Duncan '13 *,University of Vermont,70
B,6,Angus Page '12,Wesleyan University,71
B,7,Ryan Morrison '14,Boston College,74
B,8,none,Connecticut College,99
B,9,Andrew Morgan '15,Massachusetts Maritime Academy,106
B,10,Zach Shapiro '15,Northeastern University,113
B,11,Hollister Poole '15,Maine Maritime Academy,130
B,12,Josh Basseches '12,Brandeis University,147
B,13,Gregory Henkelman '13,Johnson and Wales University,151
