Division,Placement,Skipper,Team,Total Score
A,1,none,Roger Williams University,24
A,2,none,Tufts University,25
A,3,none,Brown University,29
A,4,none,Providence College,35
A,5,none,Brandeis University,35
A,6,none,Wellesley College,56
A,7,Thomas Presti '13,University of Connecticut,67
A,8,none,Wesleyan University,70
A,9,none,Williams College,70
A,10,none,Massachusetts Maritime Academy,75
A,11,none,University of Rhode Island,84
A,12,none,Johnson and Wales University,85
A,13,none,Salve Regina University,91
A,14,none,University of Massachusetts at Boston,100
A,15,none,Sacred Heart University,114
