Division,Placement,Skipper,Team,Total Score
A,1,Brendan Kopp '12,Harvard University,110
A,2,Andrew Sommer '13,Massachusetts Institute of Technology,114
A,3,Colin Smith '13,Brown University,117
A,4,Anne Haeger '12,Boston College,128
A,5,Sean Bouchard '12,Roger Williams University,132
A,6,Peter Pellegrini '12,Salve Regina University,137
A,7,Sam Williams '12,Dartmouth College,141
A,8,Joseph Morris '12,Yale University,141
A,9,Amy Hawkins '12,University of Rhode Island,145
A,10,William Haeger '14,Tufts University,158
A,11,Ryan Pesch '12,Boston University,162
A,12,Kevin Martland '14,Connecticut College,192
A,13,Jordan Factor '14,University of Vermont,208
A,14,Blake Burgess '15,Maine Maritime Academy,224
A,15,Jeff Goodrich '12,Bowdoin College,231
A,16,Bradley Milliken '14,U. S. Coast Guard Academy,235
A,17,Vincent Marchetto '12,Northeastern University,239
A,18,John McGlynn '13,Wesleyan University,268
