Division,Placement,Skipper,Team,Total Score
B,1,Marlena Fauer '14,Yale University,42
B,2,Willem Sandberg '14,Tufts University,48
B,3,Christopher Price '14,Dartmouth College,51
B,4,Lucas Adams '15,Brown University,55
B,5,George Prieto '13,U. S. Naval Academy,76
B,6,Michael Drumm '15,Harvard University,82
B,7,Michael Booker '15,University of Vermont,85
B,8,Dylan Finneran '15,U. S. Coast Guard Academy,86
B,9,Jennifer Borshoff '15,Cornell University,96
B,10,Michael Russom '13,University of Pennsylvania,100
B,11,Brendan Heussler '12,Connecticut College,109
B,12,Conor Cashel '14,Columbia University,137
B,13,Noel Ingalls '15,U. S. Merchant Marine Academy,147
B,14,Andrew Grasso '15,Princeton University,156
B,15,Corbin Anderson '13,U. S. Military Academy,172
