Division,Placement,Skipper,Team,Total Score
A,1,Matthew Van Rensselaer '13,California Maritime Academy,26
A,2,Cameron Hutcheson '14,University of Southern California,31
A,3,Gregory Dair '14,California State University Channel Islands,36
A,4,Patrick Walker '13,SUNY Maritime College,40
A,5,Colin Nevins '12,U. S. Naval Academy,41
A,6,Graham Philpot '12,Massachusetts Maritime Academy,49
A,7,Blake Burgess '15,Maine Maritime Academy,56
A,8,Benjamin Williamsz '13,U. S. Coast Guard Academy,63
A,9,David Oliver '14,University of Michigan,70
A,10,Lauren Amery '12,University of California at Berkeley,84
