Division,Placement,Skipper,Team,Total Score
B,1,William Sands '15,College of Charleston,25
B,2,Dylan Finneran '15,U. S. Coast Guard Academy,31
B,3,Morgan Kiss '15,Yale University,36
B,4,Eamon Glackin '12,Massachusetts Institute of Technology,40
B,5,Robert Lippincott '14,Salve Regina University,57
B,6,Benjamin Mohney '15,University of South Florida,60
B,7,Briana Provancha '12,Boston College,68
B,8,Walker Banks '14,Eckerd College,71
B,9,none,University of Miami,84
B,10,Alex Reynolds '14,Fordham University,108
B,11,Marten Kendrick '15,Georgia Tech,118
B,12,Kevin Condit '13,University of Notre Dame,141
B,13,DAVID Greene '15,Jacksonville University,148
B,14,Rachel Bristol '13,Hamilton College,157
B,15,Rachel Keesey '13,Miami University,173
