Division,Placement,Skipper,Team,Total Score
B,1,Nancy Hagood '14,Georgetown University,39
B,2,Marissa Lihan '14,U. S. Naval Academy,39
B,3,Lauren Turner '13,Cornell University,50
B,4,Catherine Shanahan '15,St. Mary's College of Maryland,56
B,5,Mackenzie Needham '15,Washington College,66
B,6,Rachel Austin '14,Old Dominion University,69
B,7,Brooke Lyon '14,Hobart and William Smith Colleges,75
B,8,Emma Kofmehl '13,University of Pennsylvania,85
B,9,Mary Margaret Meehan '15,Columbia University,87
B,10,Annie Eckmann '14,Christopher Newport University,109
B,11,Alex Hitchcock '15,George Washington University,125
B,12,Amanda Castagna '15,William and Mary,137
