Division,Placement,Skipper,Team,Total Score
B,1,none,Tufts University,14
B,2,none,Roger Williams University,24
B,3,none,Providence College,43
B,4,none,Salve Regina University,47
B,5,none,Massachusetts Maritime Academy,50
B,6,none,Williams College,50
B,7,none,Brandeis University,53
B,8,none,Wellesley College,59
B,9,none,University of Rhode Island,60
B,10,none,Johnson and Wales University,61
B,11,none,Brown University,62
B,12,Brooke Doyon '13,University of Connecticut,70
B,13,none,Wesleyan University,76
B,14,none,University of Massachusetts at Boston,98
B,15,none,Sacred Heart University,101
