Division,Placement,Skipper,Team,Total Score
B,1,Ben Weigel '14,Tufts University,43
B,2,Kyle Carney '13,Salve Regina University,53
B,3,Michael Croteau '15,Bowdoin College,65
B,4,Cameron Fraser '14,Boston University,73
B,5,Michael Sturges '13,University of Vermont,85
B,6,John McGlynn '13,Wesleyan University,95
B,7,Tom Peabody '14,Bowdoin College,95
B,8,Matt Wordell '16,University of Rhode Island,99
B,9,Ames Lyman '14,Harvard University,100
B,10,Evan Woodford '14,Boston College,101
B,11,Bradley Brown '15,U. S. Coast Guard Academy,103
B,12,Max Kohrman '15,Stanford University,116
B,13,Tasha Greenwood '15,Northeastern University,128
B,14,Zachary Drach '15,Massachusetts Institute of Technology,144
B,15,Benjamin King '14,Maine Maritime Academy,173
B,16,Jacob Hardy '13,Brandeis University,174
B,17,Marshall Bailey '15,Massachusetts Maritime Academy,202
B,18,Timothy Donahoe '15,University of Connecticut,208
