Division,Placement,Skipper,Team,Total Score
A,1,none,Stanford University,21
A,2,none,University of California at Berkeley,25
A,3,none,Stanford University,26
A,4,none,University of California at Berkeley,56
A,5,none,California State University Monterey Bay,56
A,6,none,California State University Monterey Bay,60
A,7,none,California State University Monterey Bay,72
A,8,none,University of California at Berkeley,87
A,9,none,California Maritime Academy,96
A,10,none,California State University Monterey Bay,96
A,11,none,University of California at Berkeley,98
A,12,none,University of California at Davis,116
A,13,none,California Maritime Academy,134
A,14,none,University of California at Davis,135
A,15,none,California State University Monterey Bay,137
